video_id,url,language,thumbnail_found,mean_saturation,mean_luminance,saturation_std,luminance_std,mean_hue,red_ratio,blue_ratio,yellow_ratio,text_overlay,n_text_chars,text_cell_ratio,contrast_score,h_line_score,text_overlay_proxy
xmscFnZrL5Q,https://www.youtube.com/watch?v=xmscFnZrL5Q,kyrgyz,1,33.86276475694444,67.93260416666666,45.58289825255353,33.68017877293185,47.04762369791667,0.0250423177083333,0.0973860677083333,0.0100390625,,,0.0208,0.3119,0.2292,0.0
elYzt0wRTNA,https://www.youtube.com/watch?v=elYzt0wRTNA,other,1,118.97954535590276,180.19140516493056,76.73896627315077,79.34210126755332,52.76873046875,0.3696017795138889,0.313037109375,0.0358919270833333,,,0.4167,0.6607,0.2679,1.0
rGJYHO45JWM,https://www.youtube.com/watch?v=rGJYHO45JWM,russian,1,187.62210828993057,201.4680555555556,74.78170358245394,60.78977767544678,86.16713650173611,0.2418196614583333,0.4692881944444444,0.0121625434027777,,,0.1667,0.6123,0.6071,0.0
a9sBme8Edhk,https://www.youtube.com/watch?v=a9sBme8Edhk,other,1,68.32274088541666,86.58294379340278,16.57196907634721,46.39291477046956,19.07816623263889,0.1430067274305555,0.0001410590277777,0.0456586371527777,,,0.0,0.3868,0.3791,0.0
DYccpNshI34,https://www.youtube.com/watch?v=DYccpNshI34,other,1,125.10872178819444,34.673174913194444,102.44882422224616,51.35693501275462,58.66805881076389,0.0015928819444444,0.0400390625,0.0006174045138888,,,0.1458,0.3281,0.0758,0.0
uMWTps8k924,https://www.youtube.com/watch?v=uMWTps8k924,russian,1,82.92375,51.47831018518519,77.90758411598549,57.58397544999831,66.4449537037037,0.1497106481481481,0.3215046296296296,0.0061342592592592,,,0.0,0.382,0.4005,0.0
wpJYpknITk4,https://www.youtube.com/watch?v=wpJYpknITk4,other,1,82.26825629340277,210.41636284722225,74.78141738136725,45.09484595342118,106.53971896701388,0.2500726996527778,0.1293023003472222,0.0135785590277777,,,0.3542,0.685,0.309,1.0
d2Mh1fceMSw,https://www.youtube.com/watch?v=d2Mh1fceMSw,russian,0,,,,,,,,,,,,,,
wZfu-Ouablc,https://www.youtube.com/watch?v=wZfu-Ouablc,other,1,137.057041015625,48.69763888888889,77.78883465996151,70.39806919156835,67.7655295138889,0.01267578125,0.1554307725694444,0.1500835503472222,,,0.0,0.4453,0.033,0.0
WxDC1vRlA4A,https://www.youtube.com/watch?v=WxDC1vRlA4A,english,1,83.850908203125,141.38693250868056,75.80262842307098,95.33431504691596,70.3476171875,0.1275835503472222,0.300439453125,0.0494965277777777,,,0.0625,0.6894,0.0903,0.0
EoXJDYENQFc,https://www.youtube.com/watch?v=EoXJDYENQFc,other,0,,,,,,,,,,,,,,
M-QRg__bba4,https://www.youtube.com/watch?v=M-QRg__bba4,russian,1,121.94162977430555,210.88342013888888,86.37457113446804,52.50240791704103,40.248448350694446,0.4563313802083333,0.0596549479166666,0.0382584635416666,,,0.1875,0.7084,0.2963,0.0
B82LcqUuaWg,https://www.youtube.com/watch?v=B82LcqUuaWg,english,1,120.55652452256945,207.79287760416668,76.63687680881573,48.43000479250475,93.55086371527776,0.2155132378472222,0.2308897569444444,0.1617393663194444,,,0.2917,0.663,1.4132,0.0
FR-KSUVWtxE,https://www.youtube.com/watch?v=FR-KSUVWtxE,other,1,123.48344907407407,128.50651041666666,86.72234638569763,94.09111628433894,51.85881944444444,0.1266435185185185,0.1184780092592592,0.0731423611111111,,,0.0,0.6291,0.8704,0.0
FdtTlo-74QQ,https://www.youtube.com/watch?v=FdtTlo-74QQ,russian,1,91.22702799479168,221.7297927517361,97.56578101776918,41.2196711313081,49.24138671875,0.3006597222222222,0.0787912326388888,0.0310232204861111,,,0.1667,0.719,0.8709,0.0
Sz8L3Vva7us,https://www.youtube.com/watch?v=Sz8L3Vva7us,russian,0,,,,,,,,,,,,,,
-aZS52VTfTY,https://www.youtube.com/watch?v=-aZS52VTfTY,russian,1,111.01644965277778,94.10736219618056,66.16554400075515,68.11286281764066,129.95975043402777,0.315947265625,0.3050086805555556,0.001884765625,,,0.2708,0.4905,0.0515,0.0
MFligLn65Rw,https://www.youtube.com/watch?v=MFligLn65Rw,russian,0,,,,,,,,,,,,,,
Cn3YmGAobIY,https://www.youtube.com/watch?v=Cn3YmGAobIY,russian,1,68.34442057291666,117.21808810763888,28.91929703136637,65.99967379173553,35.47955620659722,0.7386480034722223,0.0009060329861111,4.8828125e-05,,,0.0625,0.5375,0.3299,0.0
y2EAZrAzbds,https://www.youtube.com/watch?v=y2EAZrAzbds,other,1,59.20439670138889,39.27491753472222,77.67619072020048,70.05667806952664,61.57271701388889,0.1246017795138888,0.2219259982638889,0.0008604600694444,,,0.1042,0.4321,0.1163,0.0
1lc18yqNsWE,https://www.youtube.com/watch?v=1lc18yqNsWE,russian,0,,,,,,,,,,,,,,
L2OsW1zOyHs,https://www.youtube.com/watch?v=L2OsW1zOyHs,russian,1,134.76166015625,223.29431532118056,75.23240627616212,47.793509557178,90.91306423611113,0.4309809027777778,0.04435546875,0.0335633680555555,,,0.375,0.6728,0.3715,1.0
nZ1Nczl5gJc,https://www.youtube.com/watch?v=nZ1Nczl5gJc,other,1,112.44908637152778,144.01507486979168,86.6960643564812,87.83902166933797,49.454111328125,0.1586447482638888,0.0630653211805555,0.0935948350694444,,,0.1875,0.7072,0.0885,0.0
x5RbMNOlVT4,https://www.youtube.com/watch?v=x5RbMNOlVT4,other,1,82.84981011284722,117.989296875,55.3240549417157,58.1682239451762,42.96032443576389,0.4403211805555556,0.1243142361111111,0.0173459201388888,,,0.0625,0.5045,0.2847,0.0
ZMFM4naRtZs,https://www.youtube.com/watch?v=ZMFM4naRtZs,other,0,,,,,,,,,,,,,,
wUwZlOkoRow,https://www.youtube.com/watch?v=wUwZlOkoRow,other,1,129.07704282407408,154.51480902777777,49.17736932292768,53.00807012413571,78.19235532407407,0.2522453703703703,0.41140625,0.0590856481481481,,,0.25,0.3676,0.0,0.0
tN4dVjm4RFM,https://www.youtube.com/watch?v=tN4dVjm4RFM,english,1,27.369359809027777,133.46284613715278,52.661970357579534,98.57431474345924,37.251956380208334,0.0570279947916666,0.0151768663194444,0.001796875,,,0.4375,0.7597,0.3247,1.0
WkPAMbitUOw,https://www.youtube.com/watch?v=WkPAMbitUOw,russian,1,76.67152126736111,183.89791341145835,58.23214472247392,62.40671088396249,47.801181640625,0.075908203125,0.0035026041666666,0.1687358940972222,,,0.0833,0.7157,0.3021,0.0
g5rpC4RQs00,https://www.youtube.com/watch?v=g5rpC4RQs00,russian,1,106.91089192708333,200.9997146267361,54.70295916684013,54.59322219706215,101.36406792534724,0.2174728732638889,0.4342610677083333,0.0166547309027777,,,0.1875,0.626,0.4566,0.0
4YPKO4adMgw,https://www.youtube.com/watch?v=4YPKO4adMgw,russian,1,145.73137803819444,100.45859700520832,62.748877305433375,48.07022742326752,104.26936848958331,0.2852918836805556,0.4584212239583333,0.0364702690972222,,,0.0417,0.3779,0.18,0.0
KEm0X_nzT3Q,https://www.youtube.com/watch?v=KEm0X_nzT3Q,russian,1,108.85115885416668,136.55985785590278,84.2001187851381,81.40626968664041,39.77342013888889,0.2688465711805555,0.0121017795138888,0.0516200086805555,,,0.4167,0.6176,0.3322,1.0
Ls2UHjVXZIw,https://www.youtube.com/watch?v=Ls2UHjVXZIw,russian,1,104.63648111979168,91.70432291666668,51.00386118268723,65.93291523339083,70.65713758680556,0.466435546875,0.0885308159722222,0.0068815104166666,,,0.0417,0.4862,0.044,0.0
syb8xEvwyuE,https://www.youtube.com/watch?v=syb8xEvwyuE,russian,1,135.57703450520833,113.68123046875,70.47754979343703,72.23369283636004,32.38731987847222,0.4881228298611111,0.0336382378472222,0.1552115885416666,,,0.2708,0.5059,0.7355,0.0
Pc_ckek8t6g,https://www.youtube.com/watch?v=Pc_ckek8t6g,russian,1,120.32660373263889,85.45275499131944,58.6789855686253,65.50609277835336,118.34358072916666,0.1791569010416666,0.4231011284722222,4.340277777777778e-06,,,0.0625,0.3973,0.3235,0.0
VsAguAGH9WU,https://www.youtube.com/watch?v=VsAguAGH9WU,russian,1,113.43643663194445,97.24800455729168,53.73507565391136,76.1711132713365,65.49174696180556,0.7687999131944444,0.0027842881944444,0.0144379340277777,,,0.0,0.4948,0.202,0.0
1e-TMGvNlLg,https://www.youtube.com/watch?v=1e-TMGvNlLg,russian,1,153.54318467881944,212.3373969184028,88.46990428431903,54.39478502511824,63.18192057291667,0.2080056423611111,0.1429611545138888,0.0836360677083333,,,0.2292,0.6844,0.5035,0.0
KV68qIrviw8,https://www.youtube.com/watch?v=KV68qIrviw8,russian,1,93.91963758680556,164.625576171875,51.93763218452137,66.80257587712842,79.9697146267361,0.118359375,0.3601725260416666,0.0385340711805555,,,0.0625,0.6535,0.1366,0.0
03dNLPAWbtU,https://www.youtube.com/watch?v=03dNLPAWbtU,other,0,,,,,,,,,,,,,,
Csc0pH2pVCk,https://www.youtube.com/watch?v=Csc0pH2pVCk,kyrgyz,1,36.40822048611111,86.46373589409723,38.33340773489153,57.1744829790794,51.03349609375,0.0989236111111111,0.0019249131944444,0.0163237847222222,,,0.0,0.462,0.4502,0.0
81-zlAQQn24,https://www.youtube.com/watch?v=81-zlAQQn24,russian,0,,,,,,,,,,,,,,
pQ9GnDx4Ozk,https://www.youtube.com/watch?v=pQ9GnDx4Ozk,english,1,83.91496744791667,222.7298003472222,77.19708351394395,49.1570983358499,72.43847005208333,0.2233387586805555,0.1409526909722222,0.0654264322916666,,,0.125,0.7406,0.4641,0.0
ypnFe6lljow,https://www.youtube.com/watch?v=ypnFe6lljow,kyrgyz,0,,,,,,,,,,,,,,
uCLJuzJTxlE,https://www.youtube.com/watch?v=uCLJuzJTxlE,english,1,84.319921875,160.25825303819445,72.19957970895777,96.09877106477444,60.03747395833334,0.2826258680555555,0.1775661892361111,0.0546137152777777,,,0.4792,0.7773,0.2118,1.0
1-PwJz_H9XY,https://www.youtube.com/watch?v=1-PwJz_H9XY,russian,1,71.12659939236111,69.53987196180556,55.82487806335361,61.68330519538781,69.47914388020833,0.1690852864583333,0.3204665798611111,0.0005837673611111,,,0.1875,0.3924,0.202,0.0
SugN9dT_lGA,https://www.youtube.com/watch?v=SugN9dT_lGA,russian,1,137.70182725694443,107.80770073784724,76.05941379177617,81.20169613255956,31.81916775173611,0.3244097222222222,0.0245203993055555,0.2717491319444444,,,0.1667,0.6017,0.1441,0.0
8oXEZcnsVfk,https://www.youtube.com/watch?v=8oXEZcnsVfk,other,1,123.07442274305556,134.60010850694445,91.874179946577,73.87061163577224,58.2046484375,0.282822265625,0.0290831163194444,0.0072797309027777,,,0.1458,0.6138,0.2812,0.0
xPnThrKkrMU,https://www.youtube.com/watch?v=xPnThrKkrMU,russian,1,63.324733072916665,145.87403428819445,30.85320941983623,58.640791807432514,62.209697265625,0.6226714409722223,0.0025933159722222,0.0330284288194444,,,0.0625,0.5907,0.6071,0.0
Av7ZwOwq3rU,https://www.youtube.com/watch?v=Av7ZwOwq3rU,russian,1,123.423193359375,115.08871961805556,75.29040120139051,81.52599821737718,67.14295030381945,0.1171234809027777,0.1354296875,0.0074685329861111,,,0.0,0.6298,0.4109,0.0
u7Asp5cMmOg,https://www.youtube.com/watch?v=u7Asp5cMmOg,kyrgyz,1,44.32115017361111,81.78280815972222,54.04837617109933,81.71400854640457,57.59461480034722,0.1798860677083333,0.0088161892361111,0.0140104166666666,,,0.2708,0.5512,0.0613,0.0
v74vhVyU51I,https://www.youtube.com/watch?v=v74vhVyU51I,english,1,74.95112268518518,90.71159143518518,82.25891806818782,81.17837111816108,34.83791087962963,0.2303877314814814,0.100792824074074,0.003917824074074,,,0.0833,0.5674,0.0932,0.0
ojXkYkkeMGo,https://www.youtube.com/watch?v=ojXkYkkeMGo,russian,1,174.5449978298611,31.360206163194444,38.641190982679234,35.850600336518035,115.95819552951389,0.0046343315972222,0.9153917100694444,0.0010091145833333,,,0.0,0.2225,0.0729,0.0
EHc4QBNH8l4,https://www.youtube.com/watch?v=EHc4QBNH8l4,kyrgyz,1,92.30251844618056,120.16752278645832,51.38110144048384,66.97787451226154,62.91067491319444,0.2200965711805555,0.1542241753472222,0.1501171875,,,0.4583,0.5583,0.5718,1.0
7NYFkcKPimk,https://www.youtube.com/watch?v=7NYFkcKPimk,english,0,,,,,,,,,,,,,,
DqTM9jNgCtM,https://www.youtube.com/watch?v=DqTM9jNgCtM,kyrgyz,1,160.91710069444446,73.71942129629629,105.33720730249344,60.86784011919771,50.09085648148148,0.5224363425925926,0.1619097222222222,0.0034548611111111,,,0.125,0.3914,0.1244,0.0
7UKGWCa57QA,https://www.youtube.com/watch?v=7UKGWCa57QA,russian,1,115.91315646701388,85.20521484375,81.59631227942731,65.86665059273473,65.1059103732639,0.1624587673611111,0.0363856336805555,0.0868771701388888,,,0.0833,0.3959,0.2593,0.0
UAUrleBWOnk,https://www.youtube.com/watch?v=UAUrleBWOnk,russian,1,214.443095703125,119.95302191840278,40.83164887798975,51.00650720464827,15.905862630208333,0.6455620659722222,0.0018532986111111,0.1866167534722222,,,0.0625,0.3469,0.2286,0.0
z3Fgr1Iz5vY,https://www.youtube.com/watch?v=z3Fgr1Iz5vY,other,1,32.12906828703704,130.9155034722222,57.26280830713662,82.77604306765723,84.5346875,0.0702256944444444,0.037349537037037,0.0010185185185185,,,0.0625,0.6191,0.4086,0.0
h4Ts21twAi4,https://www.youtube.com/watch?v=h4Ts21twAi4,russian,1,103.41188585069445,217.6097873263889,66.60693340067928,50.77850182433717,65.73073567708333,0.1737662760416666,0.0132486979166666,0.0031174045138888,,,0.1042,0.7004,0.5017,0.0
gtor5_a578c,https://www.youtube.com/watch?v=gtor5_a578c,kyrgyz,1,30.09291449652778,167.30870442708334,21.93277751014516,44.39017643175877,50.382357855902775,0.1089344618055555,0.013603515625,0.0,,,0.0208,0.5982,0.2807,0.0
TEsoulPp7_s,https://www.youtube.com/watch?v=TEsoulPp7_s,russian,1,64.85848090277777,148.623955078125,54.69067630173949,73.04969851007539,91.3513650173611,0.0749869791666666,0.1550032552083333,0.0022189670138888,,,0.2292,0.6414,0.2454,0.0
QeUsVF95yIQ,https://www.youtube.com/watch?v=QeUsVF95yIQ,russian,1,35.176341145833334,195.0282790798611,37.1825427038723,78.95369975266465,64.54678385416666,0.0553331163194444,0.0114203559027777,0.0116796875,,,0.0,0.8348,0.3976,0.0
veFGGaTj43c,https://www.youtube.com/watch?v=veFGGaTj43c,english,1,86.9718044704861,174.76409830729168,63.23588528571429,88.56781153405174,72.24704752604167,0.3597081163194444,0.0334928385416666,0.0097764756944444,,,0.2708,0.745,0.6916,0.0
h2Y9oIsvq6g,https://www.youtube.com/watch?v=h2Y9oIsvq6g,english,0,,,,,,,,,,,,,,
raP0CAW-hDk,https://www.youtube.com/watch?v=raP0CAW-hDk,kyrgyz,1,75.21501193576388,94.02024522569444,65.8529565073701,66.88890603945579,44.93047960069445,0.0920963541666666,0.1727115885416666,0.0717328559027777,,,0.0,0.5142,0.4763,0.0
ozYFZpcKB-U,https://www.youtube.com/watch?v=ozYFZpcKB-U,kyrgyz,1,61.09425998263889,132.5344292534722,68.16661459632876,48.689718846082215,105.47562065972222,0.0418033854166666,0.2183865017361111,0.0215158420138888,,,0.3333,0.5204,0.4358,1.0
PakILT9Dqyg,https://www.youtube.com/watch?v=PakILT9Dqyg,english,1,134.52739800347223,215.34352430555555,83.20916464255967,72.06666507785589,64.7489040798611,0.1886154513888888,0.0139963107638888,0.2226942274305555,,,0.5625,0.7455,0.4236,1.0
il4SKWC9nL8,https://www.youtube.com/watch?v=il4SKWC9nL8,russian,1,118.48830837673611,159.02829318576389,84.12092495458941,74.89919150485343,70.51658854166666,0.3655034722222222,0.1396213107638889,0.0082194010416666,,,0.1042,0.6155,0.1771,0.0
-kbJe8ykXRY,https://www.youtube.com/watch?v=-kbJe8ykXRY,other,1,93.99819118923612,199.39693467881943,96.02368192952642,52.773784465000425,67.28141927083334,0.2998101128472222,0.0298459201388888,0.098037109375,,,0.2292,0.6672,0.6262,0.0
7-my5dfXb0E,https://www.youtube.com/watch?v=7-my5dfXb0E,russian,1,88.46113389756944,159.99522894965278,57.5734227016152,70.63463059661362,90.58238172743056,0.1671560329861111,0.0600434027777777,0.0152332899305555,,,0.1042,0.648,0.202,0.0
Rw2LCyXAZAQ,https://www.youtube.com/watch?v=Rw2LCyXAZAQ,russian,1,68.387744140625,106.91214192708334,54.12501478069937,62.59797022970604,49.90079644097222,0.4161924913194444,0.0395062934027777,0.00841796875,,,0.1667,0.4186,0.2622,0.0
5SLGc2NXnjM,https://www.youtube.com/watch?v=5SLGc2NXnjM,other,1,231.91214626736112,92.22860134548613,54.59178459973773,49.02576167296209,147.02727105034722,0.1362348090277777,2.170138888888889e-06,0.0031857638888888,,,0.0833,0.3582,1.022,0.0
hr-X9sEoRzs,https://www.youtube.com/watch?v=hr-X9sEoRzs,russian,1,158.81493706597223,165.78452256944445,80.8468394186486,66.86255749409031,102.94660047743056,0.2516145833333333,0.0629926215277777,0.0102039930555555,,,0.1042,0.5555,0.2153,0.0
v0pt13EBxTQ,https://www.youtube.com/watch?v=v0pt13EBxTQ,russian,1,87.33041883680555,66.44854709201388,49.40453943247165,47.06315091213949,51.59553493923611,0.1865006510416666,0.0543077256944444,0.1033430989583333,,,0.0,0.3367,0.1233,0.0
Ic3FfrrH1Gg,https://www.youtube.com/watch?v=Ic3FfrrH1Gg,russian,0,,,,,,,,,,,,,,
7ewSMKCoQNY,https://www.youtube.com/watch?v=7ewSMKCoQNY,russian,1,86.219375,164.39093171296295,68.3709649908208,98.31664907864388,74.99372685185185,0.5669618055555555,0.0165104166666666,0.0271469907407407,,,0.0417,0.6293,0.2344,0.0
RezrQlMdcLk,https://www.youtube.com/watch?v=RezrQlMdcLk,russian,1,48.40881944444445,118.39099537037038,72.94690878249128,107.00610381919712,27.034126157407407,0.2238831018518518,0.0495138888888888,0.0137326388888888,,,0.4167,0.8293,0.3565,1.0
bfDMckLHjHs,https://www.youtube.com/watch?v=bfDMckLHjHs,other,1,104.36007486979166,195.25474500868052,77.6643081692347,45.21343423304055,56.42823133680555,0.3887087673611111,0.0342371961805555,0.0197699652777777,,,0.2708,0.6314,0.765,0.0
p5ekZtG17v0,https://www.youtube.com/watch?v=p5ekZtG17v0,russian,0,,,,,,,,,,,,,,
QmFIF8wVUg4,https://www.youtube.com/watch?v=QmFIF8wVUg4,russian,1,64.84028356481481,103.20631944444445,84.16384665882575,88.52313539079191,39.67726851851852,0.2265798611111111,0.1041840277777777,0.0036689814814814,,,0.2708,0.6761,0.1487,0.0
AcuUeGR25Ig,https://www.youtube.com/watch?v=AcuUeGR25Ig,kyrgyz,1,97.14894097222222,159.54130316840278,55.72122051767312,62.67153554018718,115.0507931857639,0.1529947916666666,0.3533148871527777,0.0008930121527777,,,0.2708,0.5862,0.8125,0.0
